open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1704067200000,0.08958,0.0922,0.08852,0.09209,2204894963,1704153599999,199675665.9871,402393,1101500317,99768061.5934,0
1704153600000,0.09208,0.0945,0.0904,0.09115,4800668323,1704239999999,444095404.80874,704234,2370119225,219257433.15926,0
1704240000000,0.09116,0.09222,0.07358,0.08197,10115305028,1704326399999,848756379.51417,1331433,4608686692,386717118.15097,0
1704326400000,0.08198,0.08466,0.08091,0.084,4608012237,1704412799999,382232034.7329,599756,2292486490,190170291.98423,0
1704412800000,0.084,0.08482,0.07855,0.08266,6287285750,1704499199999,517768880.29634,730826,3084102326,254017731.76546,0
1704499200000,0.08267,0.08268,0.0783,0.08058,4244037881,1704585599999,341940238.43117,600431,2106548593,169769180.42411,0
1704585600000,0.08057,0.08151,0.07695,0.07821,4024559416,1704671999999,320794205.82022,653824,1989609765,158689933.5777,0
1704672000000,0.0782,0.08176,0.07408,0.08134,6753393531,1704758399999,527965536.14527,848137,3297824072,257953497.18228,0
1704758400000,0.08133,0.08405,0.07608,0.07923,11769930740,1704844799999,934982060.02186,1607994,5818510809,462295272.86823,0
1704844800000,0.07922,0.08498,0.07617,0.08309,7270889910,1704931199999,578741844.1591,1163056,3557027136,283306119.77716,0
1704931200000,0.0831,0.08795,0.08202,0.08457,7701675815,1705017599999,653227102.383,1161154,3769324420,319717207.04555,0
1705017600000,0.08457,0.08552,0.07678,0.08008,5964677695,1705103999999,492069978.08494,975748,2863899483,236497823.39361,0
1705104000000,0.08008,0.08139,0.07858,0.08093,2674845188,1705190399999,215223748.52297,428558,1314061144,105737144.27942,0
1705190400000,0.08093,0.08394,0.07965,0.08003,4719538142,1705276799999,386080068.32698,699338,2311352522,189126849.87545,0
1705276800000,0.08002,0.0818,0.07986,0.08108,2776968668,1705363199999,224861515.77422,435966,1353294610,109588904.9989,0
1705363200000,0.08108,0.0826,0.07984,0.08136,3288378303,1705449599999,267321310.0751,518493,1609394476,130829845.68171,0
1705449600000,0.08136,0.08162,0.0793,0.0806,2514072706,1705535999999,202593500.34484,383412,1190728701,95961146.09436,0
1705536000000,0.08059,0.08083,0.07683,0.07809,3566373592,1705622399999,281987319.58845,494642,1662140453,131411028.48004,0
1705622400000,0.07808,0.07886,0.07479,0.07858,4106915950,1705708799999,317500773.0893,582536,2024709029,156574761.00844,0
1705708800000,0.07858,0.09056,0.07821,0.08776,8060976711,1705795199999,674967413.98695,1085470,4086341190,342083223.43063,0
1705795200000,0.08776,0.09048,0.08469,0.08547,11209520628,1705881599999,979246658.74634,1451095,5532245831,483336133.69201,0
1705881600000,0.08548,0.08563,0.08004,0.08055,8141427172,1705967999999,676482535.81611,1241603,3998920345,332332244.64976,0
1705968000000,0.08056,0.08188,0.07587,0.07817,6054194423,1706054399999,473628824.13371,953333,2919328429,228353021.50539,0
1706054400000,0.07816,0.08063,0.0776,0.07904,4066029304,1706140799999,321445470.14507,575328,1999835928,158083189.86375,0
1706140800000,0.07904,0.07926,0.07708,0.07793,2976225392,1706227199999,231939967.96335,423803,1445987763,112711920.80793,0
1706227200000,0.07794,0.08032,0.07751,0.07984,2877949165,1706313599999,227738653.43511,432931,1426532293,112912936.5274,0
1706313600000,0.07985,0.0807,0.07899,0.0801,1840476624,1706399999999,146923058.79103,329315,928431135,74117410.44329,0
1706400000000,0.0801,0.08148,0.07813,0.07879,2714136897,1706486399999,216760763.61599,435579,1272209115,101614804.35383,0
1706486400000,0.0788,0.08305,0.07814,0.08135,5962009215,1706572799999,483392322.08586,919962,2943546083,238618466.5276,0
1706572800000,0.08135,0.08216,0.07934,0.0797,3102449120,1706659199999,251714765.1194,489662,1518241770,123200802.56579,0
1706659200000,0.0797,0.08026,0.0779,0.0787,2895502307,1706745599999,229573229.93906,500711,1354244432,107394405.39697,0
1706745600000,0.0787,0.07983,0.0772,0.07933,2167583426,1706831999999,170869293.99951,379680,1042713766,82225438.34145,0
1706832000000,0.07933,0.07994,0.07854,0.07925,1832345463,1706918399999,145365411.50508,290689,881532306,69934055.20877,0
1706918400000,0.07925,0.0795,0.0785,0.07872,1097150939,1707004799999,86757140.76915,200313,525114770,41528483.04106,0
1707004800000,0.07871,0.07996,0.0775,0.07828,1789108578,1707091199999,141160428.28814,295128,838817370,66208033.91354,0
1707091200000,0.07827,0.08031,0.07726,0.07831,2754734561,1707177599999,216995165.21052,430125,1336920666,105355237.38427,0
1707177600000,0.07831,0.07922,0.07768,0.07849,1651633433,1707263999999,129651558.12051,275327,807716700,63408532.27905,0
1707264000000,0.07848,0.08032,0.07812,0.08013,1954698270,1707350399999,154759835.78408,293761,978108167,77469956.3129,0
1707350400000,0.08012,0.08086,0.07952,0.07986,2418711887,1707436799999,193886794.58667,326244,1180092623,94606688.97085,0
1707436800000,0.07986,0.08223,0.07985,0.08157,3407289704,1707523199999,276928952.48371,434323,1719600332,139754523.29894,0
1707523200000,0.08156,0.08217,0.08028,0.08141,1839753310,1707609599999,149462122.89571,248858,918601041,74630983.14342,0
1707609600000,0.0814,0.0838,0.08071,0.08123,3298852255,1707695999999,270942198.1436,413232,1637595901,134552037.20999,0
1707696000000,0.08122,0.08292,0.0794,0.08229,3833729763,1707782399999,311168062.62099,506712,1860342592,151020329.71246,0
1707782400000,0.08228,0.08309,0.07962,0.0811,3830245546,1707868799999,312436487.48203,544079,1856364922,151460314.4788,0
1707868800000,0.08111,0.08709,0.08052,0.08558,7362154140,1707955199999,620128837.61562,825455,3744351296,315404477.37398,0
1707955200000,0.08557,0.08831,0.08394,0.08534,6379066669,1708041599999,548614860.15084,821064,3061343290,263300726.25737,0
1708041600000,0.08534,0.08811,0.08391,0.08595,4599397820,1708127999999,395113014.67241,604841,2222176911,190937348.47087,0
1708128000000,0.08596,0.08613,0.08188,0.08361,3364046488,1708214399999,282188055.99029,457936,1592477547,133601711.61137,0
1708214400000,0.08362,0.0858,0.08284,0.08523,3084963577,1708300799999,259901471.68387,416138,1530462752,128927178.14249,0
1708300800000,0.08523,0.09091,0.08508,0.08949,6031555707,1708387199999,528214563.18336,784457,2999064121,262711948.02406,0
1708387200000,0.08949,0.09171,0.08181,0.08618,7109568834,1708473599999,617870930.8792,1123559,3406134309,296195819.87131,0
1708473600000,0.08619,0.08633,0.08196,0.08462,4118268183,1708559999999,345041880.14284,643356,1967621176,164869887.15916,0
1708560000000,0.08462,0.0856,0.08306,0.08417,2980537917,1708646399999,252173552.21967,536647,1448127154,122530366.13739,0
1708646400000,0.08417,0.08562,0.0829,0.08457,3687383085,1708732799999,310305071.12978,652705,1796776369,151216528.4805,0
